object,filename,distance_cm,mic,trial,band_center_hz,roi_start,roi_end,roi_length,raw_roi_power,raw_ref_noise_power,snr_db_raw,denoised_roi_power,denoised_ref_noise_power,snr_db_denoised,snr_improvement_db
Box,100cm_-10Grad.pickle,100,Mic2,55,50000,11550,12180,630,161.4730004003574,5.503607616684235,14.523919183504317,161.32014205440808,5.499373298582872,14.523121419686287,-0.0007977638180296509
Box,100cm_-10Grad.pickle,100,Mic2,56,50000,11550,12180,630,167.027201418818,5.503607616684235,14.67588505811104,166.88454804950098,5.499373298582872,14.67550436151589,-0.0003806965951511643
Box,100cm_-10Grad.pickle,100,Mic2,57,50000,11550,12180,630,128.49493346004974,5.503607616684235,13.492270201970953,128.38071791807928,5.499373298582872,13.491727542661923,-0.0005426593090298582
Box,100cm_-10Grad.pickle,100,Mic2,58,50000,11550,12180,630,165.104189776036,5.503607616684235,14.623870081297184,164.95063722379552,5.499373298582872,14.62314765441909,-0.0007224268780934295
Box,100cm_-10Grad.pickle,100,Mic2,59,50000,11550,12180,630,150.94654488042548,5.503607616684235,14.220451736526147,150.8076872889781,5.499373298582872,14.219772630107453,-0.0006791064186941753
Box,100cm_-10Grad.pickle,100,Mic2,60,50000,11550,12180,630,133.6497202756412,5.503607616684235,13.670579732784924,133.52175290790416,5.499373298582872,13.66972694680262,-0.0008527859823050932
Box,100cm_-10Grad.pickle,100,Mic2,61,50000,11550,12180,630,147.350951633321,5.503607616684235,14.111737453537978,147.20261954004124,5.499373298582872,14.110665988159791,-0.001071465378187142
Box,100cm_-10Grad.pickle,100,Mic2,62,50000,11550,12180,630,141.2586932302352,5.503607616684235,13.92108644945296,141.11949328645335,5.499373298582872,13.920109235960767,-0.0009772134921917086
Box,100cm_-10Grad.pickle,100,Mic2,63,50000,11550,12180,630,113.42886190012493,5.503607616684235,12.9247561755259,113.29440785845641,5.499373298582872,12.922855554120837,-0.0019006214050634185
Box,100cm_-10Grad.pickle,100,Mic2,64,50000,11550,12180,630,117.29075661850575,5.503607616684235,13.077444171089823,117.16771847500229,5.499373298582872,13.076168796548703,-0.0012753745411195894
Box,100cm_-10Grad.pickle,100,Mic2,65,50000,11550,12180,630,120.81770877014053,5.503607616684235,13.212349551033721,120.68955862347599,5.499373298582872,13.211022763160752,-0.0013267878729692484
Box,100cm_-10Grad.pickle,100,Mic2,66,50000,11550,12180,630,127.65237157641373,5.503607616684235,13.462416136244777,127.51553802574608,5.499373298582872,13.461041692299087,-0.0013744439456893076
Box,100cm_-10Grad.pickle,100,Mic2,67,50000,11550,12180,630,122.54485315061179,5.503607616684235,13.276914718120299,122.41614396728428,5.499373298582872,13.2756361062219,-0.0012786118983996175
Box,100cm_-10Grad.pickle,100,Mic2,68,50000,11550,12180,630,128.10494220097192,5.503607616684235,13.478477347259723,127.96123640041566,5.499373298582872,13.476876617087372,-0.0016007301723508505
Box,100cm_-10Grad.pickle,100,Mic2,69,50000,11550,12180,630,134.30000844632897,5.503607616684235,13.692562639648605,134.1700616595099,5.499373298582872,13.6916642366781,-0.0008984029705043639
Box,100cm_-10Grad.pickle,100,Mic2,70,50000,11550,12180,630,119.16308519893845,5.503607616684235,13.149581925264915,119.03966462191723,5.499373298582872,13.148368035293112,-0.0012138899718028284
Box,100cm_-10Grad.pickle,100,Mic2,71,50000,11550,12180,630,114.45567013486223,5.503607616684235,12.96587993055237,114.33184547233783,5.499373298582872,12.964452937789602,-0.0014269927627683643
Box,100cm_-10Grad.pickle,100,Mic2,72,50000,11550,12180,630,112.49163402584303,5.503607616684235,12.886877132116787,112.351646644554,5.499373298582872,12.884705657923977,-0.0021714741928100523
Box,100cm_-10Grad.pickle,100,Mic2,73,50000,11550,12180,630,99.37284819945124,5.503607616684235,12.31875841346792,99.251178681918,5.499373298582872,12.316664390308198,-0.0020940231597226244
Box,100cm_-10Grad.pickle,100,Mic2,74,50000,11550,12180,630,109.46689667504235,5.503607616684235,12.76232547681802,109.35472393503817,5.499373298582872,12.76115675655359,-0.0011687202644310446
Box,100cm_-10Grad.pickle,100,Mic2,75,50000,11550,12180,630,150.62683775072682,5.503607616684235,14.210894732727118,150.48484159348777,5.499373298582872,14.210112749640162,-0.000781983086955762
